name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,target
Litty (feat. Tory Lanez),Meek Mill,0.592,0.701,10,-4.014,0,0.0858,0.0451,0,0.327,0.299,129.501,280615,4,1
All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,0.589,0.658,11,-5.288,0,0.203,0.0242,0,0.118,0.254,77.521,223973,4,1
Froze (feat. Lil Uzi Vert & Nicki Minaj),Meek Mill,0.7,0.693,2,-6.553,1,0.14,0.00375,0,0.314,0.513,133.981,210472,4,1
Ima Boss - feat. Rick Ross,Meek Mill,0.37,0.87,5,-2.09,1,0.271,0.0415,0,0.604,0.334,79.092,250240,4,1
Apple of My Eye,Rick Ross,0.523,0.783,6,-3.755,0,0.185,0.214,0,0.612,0.312,117.264,291280,5,1
Santorini Greece,Rick Ross,0.434,0.785,4,-4.169,0,0.128,0.00895,0,0.132,0.393,106.926,332600,5,1
Idols Become Rivals,Rick Ross,0.481,0.716,10,-5.996,0,0.622,0.0123,0,0.141,0.399,78.829,341680,4,1
Trap Trap Trap,Rick Ross,0.729,0.838,8,-4.476,0,0.313,0.00612,0,0.0721,0.35,136.869,275720,4,1
Dead Presidents,Rick Ross,0.662,0.808,9,-3.06,1,0.122,0.00589,0,0.613,0.448,76.493,267720,4,1
She On My Dick,Rick Ross,0.541,0.609,1,-3.715,1,0.127,0.00184,0,0.179,0.298,158.314,225427,4,1
I Think She Like Me,Rick Ross,0.629,0.7,2,-6.212,1,0.264,0.0084,0,0.118,0.159,85.814,242373,4,1
Powers That Be,Rick Ross,0.501,0.775,7,-6.248,0,0.436,0.0273,0,0.211,0.615,85.929,269720,4,1
Game Ain't Based On Sympathy,Rick Ross,0.54,0.82,5,-3.824,1,0.138,0.00755,0,0.642,0.516,78.063,224707,4,1
Humble,Wahlstedt,0.801,0.642,9,-5.926,0,0.0903,0.0171,0.000946,0.112,0.703,126.013,160000,4,1
My Friend,EDX,0.707,0.929,8,-4.199,0,0.0901,0.033,0.205,0.0626,0.403,123.004,201707,4,1
White Label (Is This Love),Still Young,0.696,0.795,8,-4.892,0,0.187,0.306,7.72E-06,0.243,0.16,126.186,192000,4,1
Home,Marshmello,0.562,0.885,8,-3.096,1,0.0431,0.00551,0.805,0.0621,0.679,145.06,228414,4,1
Front to Back,Buku,0.47,0.863,6,-6.52,0,0.0461,0.0171,0.143,0.096,0.335,170.137,251350,4,1
Best Thing About,Lex Luca,0.726,0.929,0,-7.146,0,0.0771,0.0227,0.379,0.924,0.706,123.036,335609,4,1
Flashwind - Radio Edit,Ben Remember,0.984,0.941,9,-4.56,0,0.0805,0.00121,0.0539,0.026,0.331,122.003,188852,4,1
Fuego,Alok,0.72,0.643,9,-7.691,1,0.0369,0.135,0.812,0.112,0.323,122.012,188852,4,1
Rose Horizon,Yellow Claw,0.473,0.885,5,-3.42,0,0.0454,0.00613,0.00023,0.219,0.278,149.698,169756,4,1
dance alot,Various Artists,0.466,0.943,6,-3.545,0,0.385,0.00101,0,0.458,0.598,113.457,16588,5,1
Save You,Wahlstedt,0.614,0.792,5,-3.528,0,0.352,0.588,0,0.105,0.554,154.823,179613,4,1
I Want You,Chris Lake,0.775,0.883,11,-5.83,0,0.0703,0.00433,0.346,0.057,0.682,125.006,248007,4,1
Polaris,deadmau5,0.67,0.792,7,-8.211,1,0.0465,0.0362,0.881,0.101,0.0348,128.018,585000,3,1
Midnight Sun,Dirtcaps,0.549,0.816,10,-5.044,0,0.233,0.643,1.38E-06,0.137,0.523,109.774,185726,4,1
One Life Short,Geoxor,0.715,0.964,0,-4.71,0,0.0651,0.00145,0.468,0.174,0.307,128.059,183752,4,1
On Our Own (feat. Natalie Major),Showtek,0.466,0.849,9,-3.85,0,0.0633,0.0771,2.89E-06,0.104,0.353,183.76,224212,4,1
The Wall,Matrix & Futurebound,0.503,0.989,6,-0.787,1,0.065,0.000679,0.542,0.548,0.615,174.012,249655,4,1
All I Know,EDX,0.718,0.944,1,-5.041,1,0.0386,0.00518,0.477,0.114,0.328,125.004,148801,4,1
Freesol (feat. Skyler Stonestreet),Seven Lions,0.443,0.727,0,-5.171,0,0.0984,0.0987,9.35E-06,0.118,0.423,74.827,210884,4,1
Mantra - Mat Zo Remix,Noisia,0.396,0.821,8,-3.826,1,0.104,0.00576,0.000424,0.116,0.122,171.927,265543,4,1
Good Life,Kiso,0.597,0.832,11,-5.48,0,0.147,0.044,2.96E-05,0.0864,0.479,162.03,192041,4,1
Twinbow,Slushii,0.675,0.929,9,-2.578,1,0.0478,0.291,0.00724,0.397,0.428,140.006,166286,4,1
Limitless (feat. Sophie Rose),Sam F,0.559,0.854,11,-3.923,0,0.036,0.0256,2.61E-06,0.294,0.474,156.008,210968,4,1
Move On Me,Tom & Jame,0.714,0.851,6,-3.387,0,0.121,0.0235,0.00697,0.1,0.692,128.004,176250,4,1
Wildcard,Mickey Valen,0.531,0.769,10,-2.881,0,0.063,0.325,0,0.305,0.454,77.351,195252,4,1
Find You,Wahlstedt,0.738,0.646,8,-5.384,1,0.0611,0.149,0.00157,0.162,0.401,125.923,190476,4,1
Legacy,Dimitri Vangelis & Wyman,0.587,0.772,4,-4.439,0,0.0375,0.0214,0.698,0.447,0.201,127.978,198426,4,1
Show You Love,Kato,0.519,0.829,5,-5.121,0,0.0901,0.316,0,0.0759,0.629,123.659,182720,4,1
Make U Love Me,Tujamo,0.718,0.89,2,-3.931,1,0.144,0.139,0.00103,0.341,0.304,124.943,188160,4,1
Bassline Riddim,Vato Gonzalez,0.871,0.893,5,-3.774,1,0.0403,0.474,0.852,0.0891,0.639,126.016,184762,4,1
Light - GOSLO Remix,San Holo,0.641,0.676,9,-4.461,1,0.0385,0.108,0,0.152,0.174,119.108,302506,4,1
Walk Away,LVNDSCAPE,0.677,0.778,6,-5.19,0,0.0291,0.265,0,0.247,0.335,97.97,185613,4,1
Touch The Sky,Cedric Gervais,0.633,0.964,2,-3.573,1,0.0298,0.158,0.0159,0.204,0.111,124.022,155963,4,1
"Afraid, Unafraid",SLUMBERJACK,0.529,0.739,9,-5.356,0,0.0543,0.0144,0.000255,0.39,0.403,149.915,179200,4,1
Make You Mine,Aire Atlantica,0.738,0.818,2,-3.652,0,0.0692,0.282,0.000543,0.101,0.53,139.998,202286,4,1
Riot Call (feat. Nevve),QUIX,0.303,0.879,8,-4.748,1,0.0758,0.0238,3.84E-05,0.431,0.564,80.329,199405,4,1
Modern Flame (feat. Yuna),Emmit Fenn,0.617,0.524,5,-8.885,0,0.103,0.128,0.00438,0.362,0.225,142.046,185089,4,1
Right Here,Keys N Krates,0.164,0.878,6,-4.953,0,0.11,0.056,0.0617,0.205,0.196,171.908,206897,4,1
Chicken Soup,Skrillex,0.823,0.815,11,-3.947,1,0.134,0.00129,0.0494,0.599,0.473,125.989,207293,4,1
No Sleep,Bougenvilla,0.597,0.952,9,-3.586,0,0.0415,0.0165,0.145,0.305,0.206,127.907,209664,4,1
Help,Borgore,0.71,0.884,1,-1.258,1,0.347,0.0705,0,0.0765,0.579,149.995,166290,4,1
Waist Time,Diplo,0.715,0.989,2,-1.723,1,0.194,0.00931,0.109,0.0475,0.679,128.054,198750,4,1
Scared To Be Lonely (Brooks Remix),Martin Garrix,0.604,0.796,1,-2.416,0,0.0597,0.0126,0,0.106,0.209,127.991,200625,4,1
Fuck It All Up (feat. JVZEL),DOLF,0.548,0.811,11,-3.985,1,0.0475,0.00173,3.56E-05,0.323,0.411,155.08,226172,4,1
After All,Khrebto,0.546,0.737,5,-3.794,1,0.054,0.0509,1.68E-05,0.114,0.188,97.9,174031,4,1
Something Just Like This - Don Diablo Remix,The Chainsmokers,0.72,0.746,11,-5.567,0,0.0985,0.125,0.000476,0.0929,0.508,124.045,230853,4,1
The Jam,Kideko,0.68,0.941,0,-8.093,1,0.0532,0.000817,0.621,0.0852,0.338,124.035,192200,4,1
Get What You Give,Felix Cartal,0.626,0.748,1,-5.899,1,0.0345,0.0143,0,0.123,0.217,121.067,219174,4,1
Joyride,Bassjackers,0.723,0.784,2,-5.547,1,0.0334,0.0107,0.772,0.0791,0.382,128.027,211890,4,1
Open,Yellow Claw,0.522,0.86,10,-3.773,0,0.145,0.131,0.0209,0.122,0.263,128.019,210816,4,1
I'm the One,DJ Khaled,0.599,0.667,7,-4.267,1,0.0367,0.0533,0,0.134,0.811,80.984,288877,4,1
There's Nothing Holdin' Me Back - NOTD Remix,Shawn Mendes,0.719,0.657,11,-4.588,0,0.0494,0.0521,0,0.0872,0.694,122.02,194320,4,1
Bon Appí©tit - MUNA Remix,Katy Perry,0.615,0.638,1,-5.341,1,0.13,0.00461,0.00979,0.382,0.41,106.002,201387,4,1
Hard Times,Paramore,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87E-06,0.0219,0.923,119.965,182693,4,1
Kiwi,Harry Styles,0.375,0.93,2,-2.631,1,0.0561,0.00064,0,0.318,0.5,147.124,176387,4,1
Issues - Alan Walker Remix,Julia Michaels,0.766,0.771,8,-4.358,1,0.0483,0.166,2.51E-06,0.105,0.655,113.946,181000,4,1
Young,The Chainsmokers,0.615,0.564,9,-6.384,1,0.0291,0.0105,0,0.148,0.443,103.006,224773,4,1
That's What I Like - Alan Walker Remix,Bruno Mars,0.692,0.896,1,-4.017,1,0.0502,0.0121,6.59E-05,0.199,0.809,134.056,195889,4,1
No More Sad Songs (feat. Machine Gun Kelly),Little Mix,0.709,0.782,7,-3.526,0,0.0469,0.0771,4.71E-06,0.302,0.706,102.032,225253,4,1
Carolina,Harry Styles,0.624,0.673,4,-4.017,0,0.0268,0.000569,1.54E-06,0.104,0.458,121.986,189613,4,1
High Without Your Love,Loote,0.867,0.487,5,-5.872,1,0.0777,0.101,0,0.148,0.777,101.959,191240,4,1
Feel Good,Gryffin,0.62,0.713,2,-4.753,1,0.0342,0.217,3.30E-06,0.222,0.465,137.957,248156,4,1
1-800-273-8255,Logic,0.629,0.572,5,-7.733,0,0.0387,0.57,0,0.192,0.38,100.015,250173,4,1
Middle Of The Night,The Vamps,0.61,0.747,11,-4.25,0,0.0531,0.00377,0,0.0662,0.443,129.976,176111,4,1
Tuesday (feat. Danelle Sandoval),Burak Yeter,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.673,99.002,241875,4,1
Hunter,Galantis,0.509,0.712,7,-5.747,1,0.111,0.186,0,0.102,0.648,99.831,183229,4,1
XO TOUR Llif3,Lil Uzi Vert,0.722,0.614,11,-7.549,0,0.115,0.00466,0,0.106,0.504,154.903,182728,4,1
Kissing Strangers,DNCE,0.776,0.741,7,-5.804,1,0.041,0.0506,0,0.0701,0.845,120.079,202480,4,1
Ciao Adios,Anne-Marie,0.698,0.882,4,-3.078,0,0.0863,0.127,0,0.15,0.462,106.083,200105,4,1
Overwhelming,Jon Bellion,0.732,0.629,0,-4.64,1,0.286,0.267,0,0.118,0.685,91.7,172751,4,1
Go For Broke (feat. James Arthur),Machine Gun Kelly,0.592,0.763,1,-3.334,1,0.366,0.242,0,0.0715,0.647,180.084,210947,4,1
Human,Rag'n'Bone Man,0.602,0.707,11,-4.097,1,0.302,0.393,0,0.165,0.539,75.09,200187,4,1
Eyes Closed,Halsey,0.568,0.69,1,-5.034,0,0.0431,0.0219,2.30E-05,0.0815,0.044,130.12,202439,4,1
History,Olivia Holt,0.769,0.631,1,-6.769,1,0.0568,0.0913,0,0.114,0.501,100.968,203992,4,1
Calm Down,Skip Marley,0.555,0.645,4,-5.799,0,0.0637,0.0261,0,0.079,0.195,140.911,174467,4,1
Be There,Krewella,0.583,0.729,6,-4.525,1,0.0314,0.0909,2.02E-05,0.367,0.313,144.994,199756,4,1
Swish Swish,Katy Perry,0.836,0.71,5,-5.185,0,0.0595,0.0182,2.23E-05,0.137,0.531,119.952,242174,4,1
Confident,Demi Lovato,0.598,0.748,8,-6.239,1,0.0706,0.0018,0.000196,0.116,0.321,130.057,205746,4,1
Cool for the Summer,Demi Lovato,0.585,0.614,10,-5.594,0,0.037,0.00477,0.000155,0.0762,0.273,114.059,214740,4,1
Old Ways,Demi Lovato,0.626,0.695,7,-6.528,0,0.0594,0.214,0,0.224,0.586,154.023,204188,4,1
For You,Demi Lovato,0.505,0.705,5,-6.097,1,0.0395,0.0418,0,0.0815,0.309,126.021,221050,4,1
Stone Cold,Demi Lovato,0.414,0.469,8,-7.583,1,0.0485,0.48,0,0.0974,0.322,139.401,191308,3,1
Kingdom Come,Demi Lovato,0.556,0.802,5,-5.089,0,0.0694,0.0234,0,0.398,0.263,176.003,244014,4,1
Waitin for You,Demi Lovato,0.587,0.659,7,-6.406,0,0.203,0.242,0,0.0874,0.411,150.026,192918,4,1
Wildfire,Demi Lovato,0.628,0.694,5,-3.909,0,0.0378,0.559,0,0.0556,0.447,130.057,199140,4,1
I'll Let You Know,David Hazeltine,0.442,0.124,3,-22.227,1,0.0388,0.92,0.605,0.21,0.205,65.003,408600,4,1
I'll Wait And Pray,John Coltrane,0.475,0.0588,5,-17.464,0,0.0418,0.89,0.0238,0.129,0.229,115.642,206360,4,1
The Shadow of Your Smile,Scott Hamilton,0.487,0.135,2,-11.211,0,0.0434,0.915,0.00353,0.686,0.23,105.854,388347,5,1
"Vid Frí_sí_ kyrka (At Frí_sí_ Church) - From Frí_sí_blomster (Frí_sí_ Flowers) (arr. J. Ekberg, P.V. Johansson and L. Simonsson)",Trio X of Sweden,0.535,0.107,10,-18.989,0,0.0323,0.922,0.649,0.105,0.159,102.186,297653,4,1
Jackie Gets Out,Terence Blanchard,0.349,0.227,6,-12.298,1,0.031,0.941,0.819,0.109,0.15,100.449,176297,4,1
Romance / Hommage íæ Milhaud,Enrico Pieranunzi,0.428,0.187,10,-21.001,1,0.0375,0.935,0.853,0.103,0.171,108.962,285601,4,1
Leave Me Here,Triosence,0.456,0.257,10,-16.877,0,0.0298,0.859,0.475,0.111,0.171,104.311,243013,4,1
Where We Used To Live,Esbjí_rn Svensson Trio,0.421,0.0867,0,-18.732,1,0.037,0.871,0.429,0.115,0.0718,95.438,265320,4,1
Mommy's Shawl,Yelena Eckemoff,0.34,0.237,8,-14.901,1,0.0302,0.95,0.927,0.14,0.0728,162.892,305427,4,1
For Wee Folks,Joey Alexander,0.478,0.0757,5,-20.847,1,0.0505,0.973,0.939,0.108,0.235,76.952,388040,4,1
All I See is Us,Sassy Players,0.46,0.141,9,-14.994,1,0.0314,0.854,0.885,0.11,0.16,168.807,278071,3,1
Goodbye Pork Pie Hat,Charles Mingus,0.356,0.0937,8,-16.64,0,0.0353,0.957,0.096,0.209,0.259,86.669,342373,3,1
Ballad for MC,Grace Kelly,0.385,0.0562,11,-14.812,1,0.0415,0.974,0.532,0.107,0.186,116.666,182653,4,1
Soul in Twilight,John Moulder,0.4,0.144,10,-15.52,1,0.037,0.958,0.878,0.119,0.154,120.329,364627,4,1
So Lovely,Ben Wolfe,0.296,0.0709,3,-14.832,0,0.0312,0.967,0.804,0.105,0.066,95.028,340507,4,1
The Sweetest Nighlife,Ellie & The Bunch,0.425,0.136,11,-17.382,1,0.0293,0.914,0.921,0.127,0.227,168.527,176272,3,1
I Got It Bad,Enrico Pieranunzi,0.479,0.146,7,-14.319,1,0.0351,0.988,0.692,0.103,0.0728,111.643,440133,3,1
Gramercy Sunset,The Hot Sardines,0.466,0.0753,0,-18.864,1,0.0297,0.886,0.927,0.0984,0.0877,87.791,255107,4,1
I'm a Fool to Want You,Passport Quartet,0.371,0.0295,10,-22.038,0,0.0335,0.986,0.937,0.125,0.276,82.313,66762,3,1
"I Was So Young, and You Were So Beautiful",Bill Charlap,0.317,0.0302,1,-30.447,1,0.0342,0.94,0.298,0.0792,0.155,47.859,234373,4,1
Journey Into Melody - 2007 Digital Remaster,Stanley Turrentine,0.505,0.159,7,-11.235,0,0.0336,0.946,0.0127,0.218,0.205,59.385,294940,4,1
I'm Glad There Is You,Bill Mobley,0.55,0.249,5,-15.919,0,0.0325,0.929,0.828,0.258,0.296,121.37,484627,4,1
Blue Ballad,Phil Woods,0.47,0.156,2,-17.036,1,0.0399,0.623,0.187,0.104,0.0591,118.176,394920,4,1
The Nearness of You,Joshua Redman,0.447,0.163,8,-14.835,1,0.0707,0.992,0.776,0.654,0.19,74.933,1004627,3,1
It Never Entered my Mind,Mulgrew Miller,0.445,0.223,3,-17.402,1,0.0374,0.921,0.884,0.131,0.22,110.821,391707,4,1
Blue in Green,Miles Davis,0.421,0.0161,2,-25.358,0,0.0374,0.81,0.0021,0.0978,0.155,110.926,337733,4,1
Where or When,Wynton Marsalis,0.326,0.0575,4,-16.5,1,0.0393,0.99,0.887,0.281,0.311,127.397,168667,5,1
Count Your Blessings,Seamus Blake,0.446,0.242,8,-14.152,1,0.0368,0.87,0.497,0.105,0.176,126.681,492080,4,1
Good Morning Heartache,Scott Hamilton,0.526,0.17,9,-13.089,0,0.0411,0.823,0.777,0.114,0.173,117.414,322133,4,1
Two Sleepy People,Marcus Gilmore,0.445,0.0978,3,-26.924,1,0.0397,0.965,0.915,0.121,0.172,117.283,396520,4,1
Can't Help Loving,Beegie Adair,0.533,0.148,0,-18.275,1,0.0329,0.924,0.932,0.112,0.103,63.637,221733,4,1
The Nearness Of You,Bill Charlap,0.383,0.131,7,-17.764,1,0.033,0.761,0.194,0.0973,0.0999,98.606,447280,4,1
When Sunny Gets Blue,McCoy Tyner,0.569,0.117,5,-22.741,1,0.0446,0.846,0.852,0.0978,0.102,60.483,282320,4,1
Blue and Sentimental,Julian Dash,0.484,0.0291,10,-23.363,1,0.0459,0.961,0.474,0.115,0.38,98.434,389893,4,1
Almas vaggvisa,Jan Lundgren Trio,0.388,0.0354,7,-25.766,1,0.0421,0.986,0.956,0.178,0.192,143.514,232046,4,1
Before It's Time To Say Goodbye,Kenny Garrett,0.364,0.114,1,-16.552,1,0.0333,0.857,0.635,0.0839,0.0581,117.715,317946,3,1
Autumn Nocturne,Lou Donaldson,0.539,0.0678,0,-18.039,1,0.0468,0.967,0.168,0.114,0.257,124.105,294667,4,1
Eleanor,Hank Jones,0.45,0.0437,10,-29.46,1,0.0374,0.971,0.88,0.0948,0.0906,63.938,289693,4,1
Angel Eyes,"Tommy Flanagan, Ron Carter & Tony Williams",0.386,0.125,9,-19.892,0,0.0572,0.886,0.878,0.189,0.132,78.553,348533,3,1
Good Morning.Goodbye,Dan Cray Trio,0.42,0.105,6,-20.502,1,0.035,0.868,0.587,0.0957,0.108,99.873,336373,4,1
Doubts 2,Ibrahim Maalouf,0.428,0.212,0,-15.442,0,0.032,0.971,0.73,0.169,0.312,98.096,294587,3,1
The Last Goodbye,Nicholas Payton,0.32,0.156,2,-12.258,1,0.033,0.96,0.904,0.0775,0.0623,159.618,325400,3,1
Where Do You Start,Brad Mehldau Trio,0.411,0.0416,1,-23.23,1,0.0414,0.96,0.925,0.064,0.0746,97.96,246067,4,1
The Man I Love,Marcus Roberts,0.52,0.0748,8,-24.477,1,0.0497,0.748,0.633,0.102,0.134,107.327,341667,4,1
Gary's Theme - Remastered,Bill Evans,0.42,0.0802,7,-21.795,1,0.04,0.905,0.857,0.135,0.0513,122.041,257693,3,1
Trust,Roy Hargrove,0.399,0.307,1,-14.38,1,0.0347,0.912,0.623,0.115,0.0621,116.308,325587,4,1
The Folks Who Live on the Hill,Joshua Redman,0.428,0.3,0,-8.885,1,0.034,0.937,0.658,0.168,0.221,122.667,240093,5,1
All The Way,Bob Berg,0.423,0.158,0,-15.59,0,0.0346,0.717,0.0075,0.0975,0.19,106.974,335333,4,1
Emperor Jones - Instrumental,Joe Lovano,0.336,0.328,7,-15.005,0,0.0386,0.93,0.732,0.111,0.198,184.007,314493,3,1
Isadora,Christian Scott,0.257,0.216,8,-16.266,0,0.0365,0.903,0.134,0.0979,0.19,65.125,376573,3,1
I Remember Clifford,Lee Morgan,0.368,0.14,0,-15.005,0,0.045,0.901,0.874,0.0688,0.172,61.758,428973,4,1
Sous le Ciel de Paris,Jacky Terrasson,0.323,0.118,5,-22.751,0,0.0449,0.195,0.694,0.241,0.0706,79.554,244867,4,1
You Go To My Head,Art Pepper,0.575,0.0935,3,-15.906,1,0.0858,0.978,0.452,0.109,0.289,65.23,258040,4,1
Gloomy Sunday,Branford Marsalis,0.421,0.0967,7,-16.441,0,0.0509,0.91,0.415,0.218,0.183,77.401,763467,4,1
I Didn't Know About You,Johnny Hodges,0.358,0.16,8,-12.658,0,0.0352,0.936,0.34,0.0896,0.246,179.955,212493,3,1
I Have Dreamed,Christian McBride,0.331,0.0861,5,-21.226,1,0.0354,0.918,0.902,0.106,0.152,107.436,507533,4,1
Fools Rush In,Teddy Wilson,0.633,0.12,5,-20.066,0,0.0428,0.971,0.871,0.121,0.473,115.51,149072,3,1
Dreamsville,David Halliday,0.461,0.0389,0,-20.482,1,0.0399,0.899,0.015,0.0927,0.121,109.374,477173,4,1
Old Folks,Xavier Davis,0.458,0.217,5,-16.582,1,0.0328,0.827,0.805,0.194,0.125,107.506,482187,4,1
I Got It Bad And That Ain't Good,Oscar Peterson Trio,0.448,0.0532,5,-27.35,1,0.0454,0.972,0.876,0.0863,0.189,99.757,308893,4,1
My Romance,Gene Ammons,0.509,0.0461,1,-10.693,1,0.0427,0.97,0.911,0.134,0.368,132.709,252947,4,1
The Peacocks,Anthony Wonsey Trio,0.386,0.148,0,-18.921,0,0.0367,0.949,0.792,0.0665,0.128,94.88,567920,4,1
A Nightingale Sang In Berkeley Square,Stan Getz,0.407,0.106,1,-19.078,1,0.0375,0.973,0.0762,0.123,0.23,94.231,418000,4,1
A Hundred Dreams from Now,Ray Bryant,0.384,0.0544,0,-19.791,1,0.0485,0.967,0.964,0.115,0.301,181.262,206040,3,1
My Little Brown Book,Duke Ellington,0.514,0.0814,0,-17.149,0,0.0361,0.978,0.00873,0.219,0.235,64.97,323200,3,1
Moving On and Getting Over,John Mayer,0.848,0.465,1,-9.029,0,0.0524,0.577,0.0543,0.101,0.622,94.02,261933,4,1
Safe,Bay Ledges,0.736,0.616,4,-8.016,1,0.0345,0.144,2.29E-06,0.268,0.89,101.966,185588,4,1
Second Nature,Stalking Gia,0.865,0.548,10,-7.379,0,0.192,0.652,0.0161,0.113,0.879,109.989,246610,4,1
The Best Crew,Tep No,0.677,0.738,6,-6.287,1,0.0467,0.311,0.000144,0.138,0.561,98.963,236786,4,1
Hideout,Parcels,0.784,0.587,9,-6.361,1,0.0422,0.273,0.0107,0.356,0.85,107.999,266455,4,1
No Le Digas Que Hacer,Karina Vismara,0.534,0.582,2,-6.22,1,0.0424,0.83,0,0.125,0.289,186.346,238265,4,1
Peas Pudding Hot,The Kids Band,0.876,0.301,0,-7.866,1,0.0436,0.826,0,0.419,0.932,69.009,51547,4,1
Biscuits in the Oven,Raffi,0.718,0.315,6,-13.869,1,0.181,0.791,0,0.228,0.592,96.981,144733,4,1
Jelly Beans,The Hipwaders,0.498,0.721,4,-6.695,1,0.0327,0.0071,0,0.122,0.673,93.31,106680,4,1
My Favorite Snack,Imagination Movers,0.89,0.891,2,-5.542,1,0.0483,0.0336,0,0.097,0.947,119.993,129187,4,1
Curse of the Spinach,Trout Fishing in America,0.603,0.355,0,-9.624,1,0.0566,0.649,0,0.0952,0.441,111.405,100693,4,1
Mosquito Burrito,Roger Day,0.567,0.436,2,-9.45,1,0.158,0.519,0,0.247,0.598,97.206,160133,4,1
C'mon Let's Make A Pizza,We Kids Rock,0.554,0.844,9,-7.763,1,0.0468,0.147,7.27E-06,0.329,0.935,159.119,191947,4,1
Jelly On A Plate,The Kids Band,0.873,0.511,2,-12.303,1,0.0368,0.461,1.22E-06,0.0655,0.972,127.93,127227,4,1
Little Green Apple,Tumble Tots,0.941,0.256,1,-11.478,1,0.108,0.741,1.06E-05,0.0841,0.545,110.082,47547,4,1
Always Chew Your Food,Trout Fishing in America,0.802,0.288,7,-11.372,1,0.129,0.809,0,0.0745,0.722,119.882,156373,4,1
"Icy, Creamy Ice Cream",Barney,0.693,0.578,0,-11.129,1,0.18,0.278,1.52E-06,0.121,0.851,78.158,87705,4,1
"Lyric Pieces, Book I Op. 12: I. Arietta",Edvard Grieg,0.471,0.0148,3,-33.097,1,0.0558,0.995,0.934,0.181,0.183,102.271,82293,3,1
"String Quartet No. 4 in C Major, D. 46: II. Andante con moto",Franz Schubert,0.277,0.0156,7,-24.801,1,0.0482,0.915,0.00654,0.148,0.0855,117.119,295747,3,1
"8 Fantasiestí_cke, Op.12 : 1. Des Abends",Robert Schumann,0.333,0.0288,1,-31.367,1,0.0423,0.995,0.819,0.073,0.0857,100.189,221173,3,1
"String Quartet No. 5 in C Major, Op. 29, ""Serenade"": II. Ballata: Allegretto scherzando",Wilhelm Stenhammar,0.338,0.0539,9,-21.863,0,0.0414,0.971,0.328,0.121,0.205,103.861,455307,4,1
"Piano Quartet in E flat, Op.47: 3. Andante cantabile",Robert Schumann,0.156,0.023,10,-31.082,1,0.0445,0.953,0.338,0.165,0.0588,140.715,458000,4,1
"Piano Sonata No. 18 in G Major, Op. 78, D. 894: IV. Allegretto",Franz Schubert,0.294,0.142,7,-20.374,1,0.0388,0.993,0.912,0.0673,0.199,94.296,621280,4,1
"Trio Sonata in G Major, Wq. 144: I. Adagio",Carl Philipp Emanuel Bach,0.152,0.0626,5,-20.947,1,0.0395,0.913,0.00204,0.142,0.0484,137.174,275653,5,1
"Trio No. 2 en Mi Mineur, Op. 92: III. Andante con moto",Camille Saint-Saí‚ns,0.236,0.0632,10,-21.189,0,0.0439,0.983,0.452,0.101,0.0559,133.959,260000,5,1
"String Quintet in C Major, Op. 29: II. Adagio molto espressivo",Ludwig van Beethoven,0.173,0.0619,5,-20.788,1,0.0466,0.951,0.526,0.132,0.0886,72.695,649415,4,1
Viola Sonata in C Minor: III. Andante con variazioni,Felix Mendelssohn,0.295,0.0918,0,-22.769,0,0.0385,0.991,0.884,0.114,0.119,98.939,784013,4,1
Magic City,Wahlstedt,0.757,0.867,0,-2.529,0,0.0362,0.0841,0.0992,0.125,0.518,125.962,175238,4,1
Livin' 4 Ya,MOTi,0.514,0.862,0,-6.329,0,0.156,0.0319,0.171,0.119,0.487,126.112,184762,4,1
Last Chance,Kaskade,0.412,0.83,3,-4.976,0,0.0651,0.0682,0.00739,0.108,0.239,127.894,257846,4,1
Nite Time - Ruby & Tony Radio Edit,George Acosta,0.654,0.728,6,-8.477,0,0.0577,0.00623,0.404,0.688,0.281,130.006,236308,4,1
Satellites,DubVision,0.638,0.828,7,-4.53,1,0.0393,0.043,0,0.0903,0.102,122.037,196132,4,1
Can't Take It,Breathe Carolina,0.591,0.881,6,-4.073,0,0.0614,0.0316,0.00203,0.303,0.16,128.076,185171,4,1
All Aloud,Adrian Lux,0.624,0.732,4,-6.372,0,0.0273,0.059,0.0142,0.254,0.292,132.025,187838,4,1
Close,IZECOLD,0.369,0.801,1,-5.302,1,0.384,0.282,0,0.266,0.311,128.09,187549,4,1
Cascade - Original Mix,Tommy Trash,0.704,0.962,7,-3.095,1,0.115,0.0058,0.128,0.22,0.0727,127.997,377153,4,1
Waiting,Dash Berlin,0.48,0.878,6,-6.59,0,0.0743,0.141,0,0.0587,0.19,136.006,179893,4,1
Everytime We Touch,David Guetta - Sí©bastian Ingrosso - Joachim Garraud - Chris Willis - Steve Angello,0.707,0.471,9,-7.667,1,0.0354,0.0086,0.00839,0.179,0.354,125.014,220640,4,1
Milky Way,Madison Mars,0.623,0.975,3,-2.632,0,0.109,0.00732,0.16,0.0614,0.247,125.94,192000,4,1
You,Galantis,0.184,0.871,8,-3.245,0,0.0661,0.00837,0.167,0.15,0.213,127.972,221286,4,1
